"ID","datetime_UTC","release_datetime_UTC","Healed.Scars","X_UTM","Y_UTM"
17007,"2017-08-23 10:01:10","2017-08-06 01:24:00",TRUE,508871.928908836,7994394.33231252
17007,"2017-08-23 11:01:10","2017-08-06 01:24:00",TRUE,507701.010119274,7997335.6228691
17007,"2017-08-23 12:01:10","2017-08-06 01:24:00",TRUE,508830.34351945,7998019.12749627
17007,"2017-08-23 13:01:10","2017-08-06 01:24:00",TRUE,510994.632170394,7997502.75412173
17007,"2017-08-23 14:01:10","2017-08-06 01:24:00",TRUE,514095.764174825,7995463.93106976
17007,"2017-08-23 15:01:10","2017-08-06 01:24:00",TRUE,516502.540856754,7994305.64414269
17007,"2017-08-23 16:01:10","2017-08-06 01:24:00",TRUE,515090.28847019,7994665.59614911
17007,"2017-08-23 17:01:10","2017-08-06 01:24:00",TRUE,515451.993420753,7994861.17192135
17007,"2017-08-24 00:01:15","2017-08-06 01:24:00",TRUE,513793.755178997,8017991.36691983
17007,"2017-08-24 01:01:15","2017-08-06 01:24:00",TRUE,509577.577092351,8017017.43215743
17007,"2017-08-24 02:01:15","2017-08-06 01:24:00",TRUE,508061.386399857,8014689.81202868
17007,"2017-08-24 03:01:15","2017-08-06 01:24:00",TRUE,507272.036517371,8016622.34360259
17007,"2017-08-24 04:01:15","2017-08-06 01:24:00",TRUE,507972.593377794,8020127.80622743
17007,"2017-08-24 05:01:15","2017-08-06 01:24:00",TRUE,509682.127157156,8021722.06212308
17007,"2017-08-24 06:01:15","2017-08-06 01:24:00",TRUE,509408.817904103,8021172.66949786
17007,"2017-08-24 07:01:15","2017-08-06 01:24:00",TRUE,507051.208205193,8015586.46238775
17007,"2017-08-24 08:01:15","2017-08-06 01:24:00",TRUE,507479.554965784,8012555.45928352
17007,"2017-08-24 09:01:15","2017-08-06 01:24:00",TRUE,511458.008141011,8011258.70445223
17007,"2017-08-24 10:01:15","2017-08-06 01:24:00",TRUE,510081.541430864,8014404.96221528
17007,"2017-08-24 11:01:15","2017-08-06 01:24:00",TRUE,506798.949770241,8011240.044258
17007,"2017-08-24 12:01:15","2017-08-06 01:24:00",TRUE,505554.266920721,8008420.04571543
17007,"2017-08-24 13:01:15","2017-08-06 01:24:00",TRUE,505222.450795314,8008980.73789724
17007,"2017-08-24 14:01:15","2017-08-06 01:24:00",TRUE,505149.706078962,8010456.66848551
17007,"2017-08-24 15:01:15","2017-08-06 01:24:00",TRUE,503809.619583808,8010690.53011376
17007,"2017-08-24 16:01:15","2017-08-06 01:24:00",TRUE,503897.883640022,8010234.36664081
17007,"2017-08-24 17:01:15","2017-08-06 01:24:00",TRUE,506699.060481831,8010021.93776518
17007,"2017-08-24 18:01:15","2017-08-06 01:24:00",TRUE,508271.380191594,8011597.21962618
17007,"2017-08-24 19:01:15","2017-08-06 01:24:00",TRUE,511644.421994031,8010832.10694443
17007,"2017-08-25 00:03:36","2017-08-06 01:24:00",TRUE,508196.850423334,8015206.11341821
